temp_min,temp_max,rain,wind_gust,wind_speed,humidity,pressure,clouds,CloudBurstToday,CloudBurstTomorrow
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,19.4,NA,NA,13,NA,NA,NA,NA,NA
19.2,23,15.8,NA,31,86,1012,NA,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,26,NA,NA,30,NA,NA,NA,NA,NA
11.7,19.1,0,22,9,67,1018.7,NA,0,NA
14.2,19.1,2.4,NA,22,81,1025.1,NA,1,NA
13,18.6,0,NA,31,69,1025.1,NA,0,NA
15,17.9,7.6,37,7,100,1017.7,NA,1,NA
13.9,20.8,NA,39,9,89,1014.9,NA,NA,NA
13.2,18.1,NA,31,13,86,1017.9,NA,NA,NA
10.4,17.4,1.4,31,22,66,1017.1,NA,1,NA
9.3,18.1,NA,24,17,58,1015.9,NA,NA,NA
9.3,20.3,NA,41,26,55,1018.1,NA,NA,NA
12.7,19.5,NA,43,9,70,1005.8,NA,NA,NA
12.8,17,NA,54,24,98,1021.1,NA,NA,NA
12.3,20.2,NA,43,17,77,1022.1,NA,NA,NA
13.5,19.2,NA,41,6,94,1024.8,NA,NA,NA
11.5,24.4,NA,43,11,72,1018.9,NA,NA,NA
9.1,19.5,NA,33,13,46,1019.6,NA,NA,NA
9.7,17.8,NA,37,28,54,1022.7,NA,NA,NA
12.2,17.7,NA,39,19,82,1030.5,NA,NA,NA
15.2,27.9,0,NA,15,64,1016,NA,0,NA
NA,NA,NA,NA,13,NA,NA,NA,NA,NA
16.7,21.6,28.8,74,35,99,1013.2,NA,1,NA
18.2,23.3,0,NA,22,52,1019.5,7,0,NA
21.8,25.2,1.6,54,24,78,1011.7,6,1,NA
13.3,20.1,0,28,20,62,1017,4,0,NA
14.2,22.3,NA,28,4,55,1015.8,NA,NA,NA
19,23.2,0,57,30,78,1009.4,8,0,NA
18.2,22.1,NA,43,24,61,1011.5,8,NA,NA
20.4,25,2.2,44,19,93,1011,8,1,NA
17.6,22.7,NA,37,20,64,1013.7,1,NA,NA
16.7,22.3,0.2,35,22,63,1016.1,8,0,NA
19.4,25.4,4.6,35,13,86,1012.9,8,1,NA
21.1,23.7,NA,44,20,95,1013.7,7,NA,NA
18,23.7,0,33,20,58,1019.8,7,0,NA
17.8,24,NA,37,20,65,1019.3,8,NA,NA
18.6,23.5,0.8,46,28,69,1014,8,0,NA
18.2,23.4,NA,35,19,62,1017.9,8,NA,NA
17,23.4,NA,43,22,60,1019.6,6,NA,NA
18.3,23.6,NA,41,22,59,1020.6,8,NA,NA
19,24.2,NA,41,22,57,1020.5,NA,NA,NA
18.7,23.9,NA,41,20,66,1019.2,8,NA,NA
16.9,23.3,NA,33,20,65,1015.7,8,NA,NA
16.7,23.9,NA,31,20,64,1013.4,7,NA,NA
19,24.5,NA,39,22,64,1013.8,3,NA,NA
17.5,24.8,NA,28,13,63,1013.4,8,NA,NA
19.1,20.8,6.4,50,20,94,1012.5,8,1,NA
18.3,22.4,NA,48,26,70,1012.3,8,NA,NA
18.7,25,0.8,37,24,44,1010.7,NA,0,NA
19.5,26.1,NA,46,24,70,1009.7,3,NA,NA
20.4,26.9,0,26,13,69,1015.3,8,0,NA
20.5,24.8,NA,41,26,76,1017,8,NA,NA
20.1,27,0,24,13,63,1017.9,NA,0,NA
19.6,27.6,NA,30,19,62,1018.3,6,NA,NA
20.9,22.9,8,43,24,92,1014.6,8,1,NA
20.8,26.2,NA,41,26,86,1015.3,7,NA,NA
18.5,25.5,0.6,41,24,63,1017.2,7,0,NA
20,25,NA,35,22,67,1014.4,2,NA,NA
21,26,0.4,50,31,76,1016.6,8,0,NA
20.2,26.3,NA,46,31,78,1016.8,8,NA,NA
20.9,26.4,NA,43,26,65,1017.3,2,NA,NA
21,25,6,57,20,84,1006.3,8,1,NA
21.1,26.1,NA,63,39,78,1005.6,8,NA,NA
20,25,1.2,50,30,71,1020.4,8,1,NA
20.6,25,NA,48,28,68,1021.1,8,NA,NA
17,25,0,30,15,52,1018.5,8,0,NA
20.9,25.2,NA,35,13,71,1014.3,7,NA,NA
19.1,NA,0.6,NA,20,62,1020.2,NA,0,NA
19.5,NA,0,NA,NA,60,NA,NA,0,NA
18.7,40.2,0,NA,26,76,NA,NA,0,NA
7.5,26.4,0,NA,15,73,NA,NA,0,NA
19.1,NA,0,NA,15,66,NA,NA,0,NA
19,31.7,0,NA,24,25,NA,NA,0,NA
18.9,30.9,0,NA,26,27,NA,NA,0,NA
17.7,23.2,2.2,NA,6,88,NA,NA,1,NA
19,29.2,0.8,NA,22,65,NA,NA,0,NA
21.1,28.6,0,NA,22,88,NA,NA,0,NA
20.7,31.4,0,NA,13,75,NA,NA,0,NA
18.3,25.3,0,NA,11,86,NA,NA,0,NA
18.7,32.4,NA,NA,9,NA,NA,NA,NA,NA
20.2,30.3,2.2,NA,17,78,NA,NA,1,NA
15.9,27,0,NA,11,85,NA,NA,0,NA
18.6,25.4,0,NA,7,68,NA,NA,0,NA
16.6,32.4,0,NA,4,80,NA,NA,0,NA
15.7,25.3,0,NA,22,65,NA,NA,0,NA
19.3,21.1,5,NA,0,99,NA,NA,1,NA
17.8,28.2,4.6,NA,19,87,NA,NA,1,NA
12.7,30.9,0.2,NA,6,73,NA,NA,0,NA
15.1,31.3,NA,NA,20,NA,NA,NA,NA,NA
11.6,17,2.2,NA,7,100,NA,NA,1,NA
13.3,NA,34.8,NA,9,76,NA,NA,1,NA
9.6,NA,23.4,11,0,NA,NA,NA,1,NA
NA,NA,NA,24,0,NA,NA,NA,NA,NA
12.1,21,11.8,67,22,100,NA,NA,1,NA
3.5,20.2,0,NA,15,51,NA,NA,0,NA
12.9,23.4,0,NA,9,69,NA,NA,0,NA
7.5,26.9,0,NA,20,67,NA,NA,0,NA
13.4,NA,31.6,NA,17,100,NA,NA,1,NA
NA,NA,NA,NA,11,NA,NA,NA,NA,NA
NA,NA,NA,NA,6,NA,NA,NA,NA,NA
14.5,NA,0,NA,7,77,NA,NA,0,NA
NA,22,NA,NA,26,NA,NA,NA,NA,NA
14.1,27.1,0,NA,13,97,NA,NA,0,NA
NA,29.3,NA,NA,9,NA,NA,NA,NA,NA
20.4,NA,0,NA,11,65,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,37,NA,NA,NA,NA,NA
17.9,23.5,0,NA,7,75,NA,NA,0,NA
NA,NA,NA,NA,9,NA,NA,NA,NA,NA
20.3,30.7,NA,NA,9,88,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,9,NA,NA,NA,NA,NA
19.3,NA,0,NA,17,74,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,13,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,72,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,27.2,NA,NA,6,NA,NA,NA,NA,NA
15.4,27.9,0,NA,6,86,NA,NA,0,NA
4.8,26.4,0,NA,13,54,NA,NA,0,NA
8.1,21.3,0,NA,13,89,NA,NA,0,NA
18.8,28.6,0,NA,4,95,NA,NA,0,NA
2.3,NA,0,NA,13,67,NA,NA,0,NA
8.6,19.1,0,22,0,71,NA,NA,0,NA
12.4,26.2,0,NA,2,99,NA,NA,0,NA
12,25.4,0,NA,15,81,NA,NA,0,NA
20.5,35.9,0,93,15,36,NA,NA,0,NA
14.4,24,25.8,15,6,75,NA,NA,1,NA
19.3,NA,0,NA,NA,81,NA,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.8,18.6,0,56,30,NA,NA,NA,0,NA
1.7,13.6,0,7,4,98,NA,NA,0,NA
8.8,17.7,3.8,15,7,81,NA,NA,1,NA
5.7,24,0,39,24,98,NA,NA,0,NA
16.1,30.2,0.2,26,6,81,NA,NA,0,NA
19,39.5,0,44,19,57,NA,NA,0,NA
21.6,36.3,6.6,31,22,92,NA,NA,1,NA
20.1,28.2,22,33,15,98,NA,NA,1,NA
19.8,29.5,NA,35,19,95,NA,NA,NA,NA
18.3,25.7,55,28,13,98,NA,NA,1,NA
6.3,16.6,0,33,15,90,NA,NA,0,NA
16.6,30.3,0,NA,13,27,1012.9,NA,0,NA
18.8,28.4,0.2,NA,22,70,1021.5,NA,0,NA
18.3,25.3,0,NA,2,83,1016.9,NA,0,NA
20,32.8,20.4,NA,NA,89,1006.8,NA,1,NA
14.3,25.5,0,NA,11,88,1025.1,NA,0,NA
16.4,34.3,0,NA,9,85,1018.1,NA,0,NA
14.9,25.9,0,NA,19,78,1026.6,NA,0,NA
13,24.5,0,NA,28,64,1035.9,NA,0,NA
17,22.7,21,NA,19,87,1020.4,NA,1,NA
13.3,26.2,NA,NA,17,75,1019,NA,NA,NA
12,22.5,0,26,15,75,1021.7,NA,0,NA
4.7,24.4,0,NA,22,76,1021.5,NA,0,NA
6.6,15.9,0,NA,0,99,1020.3,NA,0,NA
9.9,18.1,NA,NA,6,99,1019,NA,NA,NA
9,16.1,0.2,NA,11,99,1037.5,NA,0,NA
7,16.7,0.2,NA,9,84,1024.6,NA,0,NA
8.5,16.8,0.4,13,4,99,1036.1,NA,0,NA
10.7,18.5,4.8,NA,24,62,1017.3,NA,1,NA
10.8,17.5,0,NA,26,47,1002.6,NA,0,NA
2.5,21,0,NA,22,82,1014.9,NA,0,NA
4.8,19.6,0,50,30,69,1013.1,NA,0,NA
8,20.2,0,NA,9,69,1027.7,NA,0,NA
6.3,23.1,NA,NA,20,80,1026,NA,NA,NA
12.9,19.8,0,NA,13,88,1016.4,NA,0,NA
8,24.3,4,NA,26,79,1004.7,NA,1,NA
19.5,29.8,0,59,19,76,1003.3,NA,0,NA
14.2,26.9,0,54,30,79,1003.9,NA,0,NA
22.4,32.5,0,NA,NA,68,1013.5,NA,0,NA
13.8,28,0.2,39,NA,88,1013.9,NA,0,NA
14,28,0,28,NA,80,1022.6,NA,0,NA
17.3,30,0,28,11,82,1017.5,NA,0,NA
19.9,32.8,NA,44,NA,NA,NA,NA,NA,NA
15,24,2,43,22,65,1023,NA,1,NA
15,24,1,NA,4,86,1020.8,NA,0,NA
17,20,0,NA,NA,75,1010.4,NA,0,NA
15.9,25.4,NA,NA,31,98,1003.8,NA,NA,NA
11.2,25.6,NA,43,2,50,1013.6,NA,NA,NA
10,24,NA,28,NA,NA,NA,NA,NA,NA
14,27,0,NA,2,99,1019.6,NA,0,NA
14.5,26.7,0.6,NA,7,82,1018.4,NA,0,NA
3.1,25,0,20,2,97,1024.5,NA,0,NA
6.2,22.2,0,24,4,72,1022.2,NA,0,NA
9.4,NA,0,NA,NA,NA,1017.5,NA,0,NA
NA,31.7,NA,NA,6,NA,NA,NA,NA,NA
14.2,27,0,50,28,64,1016.1,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,25.7,NA,NA,19,NA,NA,NA,NA,NA
15.5,29.5,0,31,19,79,1013,NA,0,NA
NA,NA,0,NA,7,NA,1012.4,NA,0,NA
15.4,29.9,0,NA,9,95,1013,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.2,NA,0,19,0,92,1024.6,NA,0,NA
2.8,22.7,0,46,28,97,1022.9,7,0,NA
17.4,NA,0,NA,NA,81,1014.5,NA,0,NA
NA,35.4,0,NA,15,NA,NA,NA,0,NA
16.3,24.8,0.2,NA,24,85,1019,8,0,NA
9.8,18,0.6,NA,9,58,1017.1,NA,0,NA
15.8,18.9,0,31,11,59,1026.4,NA,0,NA
19.1,26.8,0,48,24,67,1013.8,1,0,NA
15.2,21.7,0,NA,4,76,1009.9,6,0,NA
16.3,30.2,0,41,13,55,1013.4,1,0,NA
18.9,20.9,0.4,43,20,71,1022,6,0,NA
NA,23.3,NA,37,19,NA,NA,3,NA,NA
19.1,24.4,0,46,9,83,1020.3,7,0,NA
22.8,27.1,0.4,46,20,75,1019.4,7,0,NA
18.9,25.2,25.6,76,28,90,1023.2,8,1,NA
21.9,31.9,29.8,57,20,84,1012.4,7,1,NA
8.2,24.9,0,20,9,65,1020.7,NA,0,NA
7.4,28.8,0,30,11,57,1011.4,NA,0,NA
15.6,28.9,NA,61,39,85,1001.5,8,NA,NA
15,34.3,0,39,22,49,1016.5,NA,0,NA
14.4,34,NA,41,20,61,1016.3,NA,NA,NA
14.4,23.2,27.8,44,17,94,1010.8,8,1,NA
15,29.3,NA,61,33,78,1007.8,1,NA,NA
23.8,36.8,0,52,28,45,1009,NA,0,NA
24.2,31.7,NA,52,24,53,1007.9,8,NA,NA
22.2,35.1,NA,52,24,84,1003.3,7,NA,NA
16.2,33.4,NA,41,24,59,1004.7,NA,NA,NA
19.6,41.4,0,69,41,51,1003.8,6,0,NA
16.3,27.6,NA,54,28,74,1008.2,2,NA,NA
16.5,38.2,0,63,37,31,1006.4,NA,0,NA
20.4,27.9,1,57,39,76,997.2,7,0,NA
11.1,31.8,NA,33,19,63,1010.6,NA,NA,NA
13.7,30,0.8,43,19,74,1014.7,NA,0,NA
11.1,32.7,NA,33,13,40,1014.9,NA,NA,NA
23.4,45,0,50,30,37,1010.9,NA,0,NA
24.4,43,NA,98,9,35,1007,8,NA,NA
16.9,34.9,0,43,17,32,1008.5,8,0,NA
15.5,26.8,NA,52,31,53,1008.5,7,NA,NA
19.3,27.5,6.4,41,30,73,1016.4,8,1,NA
10.3,32,0,39,19,61,1016.5,NA,0,NA
14.5,33.5,NA,31,15,47,1013.5,NA,NA,NA
11.8,25.2,0,30,7,52,1027.7,NA,0,NA
14.7,23,6.2,30,6,91,1025.7,8,1,NA
2.7,17.5,0,26,17,78,1024.9,NA,0,NA
4.2,20.1,NA,35,24,93,1023,8,NA,NA
15.6,16.9,0,50,13,59,1022,8,0,NA
12.7,18.3,NA,39,7,87,1019.1,8,NA,NA
6.4,18.2,0,20,11,81,1024.1,4,0,NA
4,18.2,NA,22,13,85,1021.5,NA,NA,NA
9.1,19.9,0.2,26,15,95,1029.1,7,0,NA
18.6,24.9,7.4,NA,31,55,NA,7,1,NA
14.3,21.1,24,56,26,71,1016.9,7,1,NA
5.1,16.4,0,37,15,64,1025.3,6,0,NA
5.5,14,NA,26,11,70,1027.1,NA,NA,NA
7.7,16.2,NA,46,30,65,1025.6,NA,NA,NA
9.8,16.1,17.4,31,13,94,1026,7,1,NA
7.3,17.8,NA,33,15,98,1028.2,8,NA,NA
6.7,17.5,8,NA,15,84,1032.4,4,1,NA
13.9,21.6,0,63,35,94,1012.2,8,0,NA
NA,18.4,0,NA,26,59,1012.3,NA,0,NA
5.3,20.6,NA,28,9,73,1016.6,NA,NA,NA
11.7,20.4,6.4,48,31,90,1028.8,7,1,NA
14.6,24.8,1.8,44,22,73,1029.7,4,1,NA
17.1,33,0,37,26,70,1016.1,1,0,NA
15,35.2,NA,35,22,69,1014.6,0,NA,NA
17.5,29.2,0.2,NA,30,85,1023.2,6,0,NA
16.1,37.2,NA,43,19,70,1017.3,2,NA,NA
11.5,20.9,1.8,59,35,75,1020.1,1,1,NA
12.4,19.9,NA,39,22,74,1023.5,8,NA,NA
8.9,20.9,NA,28,11,74,1019.3,3,NA,NA
9.4,20.9,0.2,20,13,100,1031.6,8,0,NA
6.5,21.8,NA,22,15,98,1028.8,7,NA,NA
6.6,23.1,NA,26,9,94,1026,7,NA,NA
12.8,24,3.6,54,28,88,1007.8,7,1,NA
10.6,21,NA,44,19,63,1006.4,NA,NA,NA
10,17.5,57.6,44,19,83,1016.2,3,1,NA
7.9,18.1,NA,37,17,68,1019.5,NA,NA,NA
14.3,21.5,3.6,41,24,84,1024.3,7,1,NA
10.9,19.7,NA,33,17,84,1019.5,3,NA,NA
9.6,21.3,NA,46,7,62,1016.3,NA,NA,NA
6.4,15.2,0,63,35,51,1014.8,0,0,NA
7.9,17.5,NA,50,15,62,1016.5,NA,NA,NA
12.9,20.1,31,56,24,57,1019,4,1,NA
9.5,18.9,NA,61,31,73,1009.7,NA,NA,NA
8.8,17.3,NA,NA,30,56,1011.9,NA,NA,NA
8.4,18.1,0,54,33,54,1017.8,1,0,NA
6.4,17.9,NA,33,4,75,1027,NA,NA,NA
10.2,17.9,1,37,26,84,1037.2,7,0,NA
9.3,17.5,NA,NA,17,94,1030.7,NA,NA,NA
8.7,18.8,NA,NA,6,96,1026.9,7,NA,NA
7.6,16,0,37,19,63,1025.8,2,0,NA
5.4,12,NA,28,0,90,1034.3,8,NA,NA
7.9,16,NA,17,7,97,1031.3,6,NA,NA
6.7,19.1,6,43,26,89,1019.4,1,1,NA
11.3,15.2,40.8,48,26,87,1014.5,8,1,NA
11.1,16.1,NA,57,26,94,1016.6,8,NA,NA
5.2,24.7,0,19,7,68,1027.8,0,0,NA
5.1,22.9,NA,20,7,72,1027.1,NA,NA,NA
7.1,17.9,2.2,48,15,57,1011.8,1,1,NA
5.5,16.9,NA,41,17,80,1008.6,2,NA,NA
6.7,17.3,NA,50,30,60,1008.5,NA,NA,NA
2.1,18.3,NA,33,2,61,1009.7,NA,NA,NA
7.9,18.3,NA,52,26,95,1017,8,NA,NA
8.1,18.1,NA,20,4,82,1024.1,8,NA,NA
6.5,18.6,0,22,17,94,1021.9,5,0,NA
10.1,17.8,7.8,63,24,74,1010.6,6,1,NA
8.3,17.4,NA,41,22,68,1014.9,NA,NA,NA
8.6,19.8,0,26,19,82,1023.7,NA,0,NA
6,20.2,NA,28,19,95,1024.3,8,NA,NA
9.9,19.5,NA,50,30,45,1028.6,NA,NA,NA
12.8,20.8,0,28,22,65,1020.4,6,0,NA
13.8,13.9,NA,50,17,92,1009.5,8,NA,NA
7,18.4,NA,54,22,43,1011.1,NA,NA,NA
6.9,23.4,0,37,26,50,1024.3,0,0,NA
7.4,30.5,NA,57,20,38,1018,NA,NA,NA
16.1,21.8,NA,39,24,74,1021.1,8,NA,NA
11.8,21.4,0,70,35,46,1005.5,NA,0,NA
11.4,19.5,0,19,9,80,1016.6,8,0,NA
12.3,22.3,NA,NA,17,91,1013.9,8,NA,NA
15,21.3,NA,31,20,93,1010.9,5,NA,NA
12.5,18.6,0,33,17,85,1012.1,8,0,NA
8.3,21.8,NA,37,20,60,1019,NA,NA,NA
9.7,27.3,NA,35,13,68,1019.7,1,NA,NA
16.5,20,16.2,20,11,95,1019.9,8,1,NA
18.3,23.8,NA,28,19,91,1018.9,8,NA,NA
14.2,32.8,NA,33,13,98,1016.4,8,NA,NA
15.8,18.7,23.4,46,28,88,1025.4,7,1,NA
15.9,21.4,NA,44,22,91,1022,8,NA,NA
15.8,21.5,8,61,31,69,1019.9,7,1,NA
15.2,21.2,NA,50,33,76,1021.3,8,NA,NA
10.2,21.7,NA,33,24,64,1020.5,NA,NA,NA
11.3,26.7,NA,56,28,64,1014.5,NA,NA,NA
16.5,22.1,0,26,17,74,1018.2,8,0,NA
16.5,27,NA,43,30,86,1014.8,NA,NA,NA
17.8,25,0.4,46,31,50,1013.9,2,0,NA
14.5,24.7,0,37,22,57,1020.4,NA,0,NA
20.9,24.6,0,39,15,72,1017.6,7,0,NA
18.2,23.6,NA,43,30,87,1014.2,NA,NA,NA
12.3,23.5,0,54,31,41,1015.3,1,0,NA
12.3,25.9,NA,35,22,56,1017.4,NA,NA,NA
17.2,25.7,NA,48,28,78,1016.1,8,NA,NA
16.8,28,0.2,39,26,75,1016.2,5,0,NA
20.4,26.7,NA,35,22,74,1017,8,NA,NA
19.9,25.6,17.4,37,17,86,1013.1,7,1,NA
18.7,28.1,NA,39,26,68,1016.7,NA,NA,NA
19.9,27.6,NA,35,24,77,1015.1,NA,NA,NA
18.2,20.2,26.2,41,20,88,1010.9,8,1,NA
16.6,22.1,NA,24,13,95,1006.7,8,NA,NA
17.2,26.9,1.6,41,28,71,1013.3,5,1,NA
19,27.7,NA,48,28,65,1011.8,NA,NA,NA
17.1,25.4,NA,41,26,92,1011.6,1,NA,NA
18.3,27.9,0,28,15,84,1018.2,5,0,NA
15.3,26.8,0,35,20,93,1020.3,4,0,NA
14.8,28.5,NA,35,26,96,1022.5,1,NA,NA
15.7,28.3,NA,43,26,77,1023.3,NA,NA,NA
21,28.7,NA,33,9,63,1020.9,NA,NA,NA
21.2,35.7,0,52,26,86,1008.8,5,0,NA
18.8,21.3,NA,57,24,95,1013.1,8,NA,NA
15.1,24.5,0,52,35,65,1018.2,1,0,NA
16.3,21.6,NA,50,31,87,1017.4,8,NA,NA
14.6,24.6,NA,57,33,74,1008.9,NA,NA,NA
13.3,29.1,NA,46,28,60,1009.8,NA,NA,NA
14.7,27,NA,37,24,80,1013.9,NA,NA,NA
16.7,31.2,0,33,20,82,1013.5,NA,0,NA
14.1,25.7,0,35,26,62,1020.9,1,0,NA
11.8,26.3,NA,31,20,64,1021.6,NA,NA,NA
13.7,30.5,NA,52,31,65,1015.8,NA,NA,NA
11.4,21.9,9.8,NA,26,81,1032.6,2,1,NA
12,23,NA,NA,17,79,1031.9,NA,NA,NA
14.6,23.2,32.8,NA,11,91,1019.2,6,1,NA
16,27.6,NA,NA,17,89,1016.9,3,NA,NA
16.1,24.8,NA,NA,15,97,1015.4,8,NA,NA
11.8,22.3,0,50,30,55,1017.8,4,0,NA
10.4,21.9,NA,NA,15,79,1022,NA,NA,NA
12.1,20.2,11.8,26,9,87,1027.1,7,1,NA
15.4,21.2,2.4,26,9,94,1020,7,1,NA
11.4,20.5,NA,28,13,85,1020.2,1,NA,NA
9.3,20.5,NA,37,22,81,1016.2,8,NA,NA
6.9,19.9,0,24,11,84,1025.3,0,0,NA
5.9,21.3,NA,30,9,85,1025.6,NA,NA,NA
6.3,21.5,NA,35,17,68,1023.8,NA,NA,NA
3.2,16.4,0,30,6,66,1021.6,7,0,NA
11.7,17.1,NA,67,31,84,1014.4,7,NA,NA
7.3,18.7,4.2,41,28,65,1020.3,3,1,NA
8.9,18.8,NA,48,28,79,1025.7,NA,NA,NA
11.7,18.3,NA,26,15,97,1030.9,8,NA,NA
12.3,19.8,48.8,28,13,84,1033.2,5,1,NA
9.6,17.7,NA,33,17,96,1029.4,8,NA,NA
11.7,18.4,NA,13,7,97,1021.9,8,NA,NA
9.8,14.8,12.4,33,9,85,1022.5,6,1,NA
5.4,17,NA,24,9,87,1026,NA,NA,NA
9.1,18.7,2.8,24,13,97,1019.4,6,1,NA
7.5,21.3,NA,19,13,95,1018.3,2,NA,NA
8,15.2,NA,31,2,83,1018.3,7,NA,NA
7.8,16.2,4.2,48,30,75,1029.8,3,1,NA
9,14.9,NA,37,17,94,1032.3,8,NA,NA
9.7,15.6,0,35,13,96,1018.6,6,0,NA
10.9,17.7,NA,28,9,97,1014.3,8,NA,NA
9.9,18.7,NA,54,30,76,1014.5,NA,NA,NA
6.1,16.6,0,52,33,68,1019.6,1,0,NA
5.5,17.3,NA,39,24,69,1024.8,NA,NA,NA
9,31.9,0,50,31,36,1020.3,0,0,NA
12.7,36.2,NA,57,26,23,1015.9,NA,NA,NA
17.1,20.6,NA,43,22,69,1018.7,8,NA,NA
13.7,16.8,0,52,11,87,1006.3,8,0,NA
7.8,15.4,NA,67,26,46,1007.7,NA,NA,NA
16.2,23.5,0,50,30,59,1022.8,7,0,NA
9.9,31.1,NA,33,17,69,1016.9,NA,NA,NA
12.9,37.9,NA,54,31,49,1008.2,NA,NA,NA
20.6,25.9,0,43,26,55,1009.2,6,0,NA
17.2,34.6,NA,46,19,65,1010.5,NA,NA,NA
19.6,43.7,NA,56,15,43,1006.2,NA,NA,NA
18.3,31.8,0,39,20,78,1012.1,6,0,NA
20.4,44.8,NA,59,31,60,1004.6,NA,NA,NA
18.9,24.3,12.8,24,9,93,1016.8,8,1,NA
19.8,26.5,2.2,43,31,86,1016.6,7,1,NA
18.1,30,NA,41,24,80,1012.8,6,NA,NA
21.9,30.6,NA,50,24,64,1012.3,NA,NA,NA
19.3,30.6,0,NA,9,72,1013.3,1,0,NA
18.7,19.6,NA,67,37,90,1011.3,8,NA,NA
19.7,24.2,0,33,19,83,1015.5,7,0,NA
14.8,28.4,0,35,15,68,1020.6,1,0,NA
18.6,33.8,NA,41,20,66,1015.6,NA,NA,NA
21.1,31.6,NA,37,15,61,1016.4,NA,NA,NA
17.7,33.3,0,39,22,78,1017.7,3,0,NA
17.6,23.1,NA,41,28,51,1018.4,4,NA,NA
15.2,21.6,31.2,37,9,97,1027.1,8,1,NA
12.8,24,NA,33,13,90,1029.7,NA,NA,NA
13.9,23.4,NA,33,24,91,1027.5,8,NA,NA
10.1,25.4,0,31,19,77,1023.9,0,0,NA
12.4,25.4,NA,33,15,74,1025.8,NA,NA,NA
13.3,25.3,0.2,30,17,82,1014.8,1,0,NA
13.8,20.1,NA,44,26,51,1014,8,NA,NA
11.8,16.6,NA,48,37,94,1012.4,8,NA,NA
16.8,20.4,0,52,35,46,1024.2,4,0,NA
11.3,22.4,NA,24,13,68,1027.1,NA,NA,NA
10.1,24.5,NA,52,17,51,1018.1,NA,NA,NA
11.9,19.6,NA,39,20,59,1024.3,4,NA,NA
7.6,22.5,0,24,2,88,1030.7,2,0,NA
8.6,22.5,NA,19,13,87,1031.1,NA,NA,NA
11.4,19.1,59.4,59,28,96,1011.7,8,1,NA
13.9,20.2,NA,63,39,68,1016.8,8,NA,NA
7.3,23.1,0,19,13,84,1028.9,NA,0,NA
9.5,20.1,NA,19,7,93,1021.6,NA,NA,NA
9.4,18.4,0,17,6,95,1024.6,7,0,NA
12.5,22.9,NA,44,26,89,1021.8,8,NA,NA
8.6,19.7,4.8,37,22,86,1008.9,5,1,NA
8.2,18.3,NA,69,37,60,1007.6,NA,NA,NA
11.9,18.7,NA,50,17,72,1010.2,8,NA,NA
8,15.4,7.8,35,15,82,1023.6,7,1,NA
7.4,16.3,NA,31,19,78,1021.3,NA,NA,NA
12.6,17.5,5.6,31,2,90,1021.6,6,1,NA
10.6,18.3,NA,30,7,97,1023.3,7,NA,NA
7.1,21.9,0,57,31,68,1012,NA,0,NA
4.8,16.9,NA,50,31,52,1021.7,NA,NA,NA
5.9,17.6,0,28,15,88,1035,3,0,NA
5.4,17.1,NA,28,13,100,1031.8,8,NA,NA
4.3,17.8,NA,20,13,92,1029.2,NA,NA,NA
7.3,22.8,0,19,9,89,1023.9,4,0,NA
9,22.5,NA,31,13,68,1017.1,NA,NA,NA
6.5,18.4,0.4,26,17,68,1030,7,0,NA
4,20,NA,48,24,88,1027.1,NA,NA,NA
3.6,18.9,NA,28,13,61,1030.9,NA,NA,NA
6.7,18.1,0,26,17,77,1023.2,1,0,NA
4.7,20.8,NA,52,31,93,1018.8,3,NA,NA
7.7,14.9,3.8,56,31,56,1008.6,2,1,NA
6.9,19.7,NA,48,19,62,1019,NA,NA,NA
11.9,23.4,NA,56,19,35,1016.6,NA,NA,NA
5.7,22.9,0,54,20,37,1016.1,NA,0,NA
11,18.6,NA,52,20,59,1021.9,5,NA,NA
10.9,19.9,2.6,35,20,66,1018.1,6,1,NA
9.4,18.9,NA,44,13,75,1016.1,8,NA,NA
11.1,24.1,NA,46,22,73,1003.2,NA,NA,NA
14.9,25.6,NA,72,39,49,1004.6,NA,NA,NA
9,24.4,NA,52,33,32,1006.9,NA,NA,NA
